id,TEMPERATURE_C,HUMIDITY_percentage,ALTITUDE_m,PRESSURE_hPa,PM10,PM25,PM100,P03um_perdecilitre,P05um_perdecilitre,P10um_perdecilitre,P25um_perdecilitre,P50um_perdecilitre,P100um_perdecilitre,CO2_ppm,TVOC_ppb,AIR_QUALITY_ppm,GAS_RESISTANCE_KOhms,TIME
778,24.63,66.26,220.71,98702.00,5.00,7.00,9.00,1056.00,318.00,39.00,2.00,2.00,0.00,413.00,1.00,1188.00,32052.00,"2022-04-30 01:35:22"
779,24.60,66.47,220.88,98700.00,8.00,9.00,10.00,1401.00,435.00,33.00,2.00,2.00,0.00,400.00,0.00,1199.00,32027.00,"2022-04-30 01:35:50"
780,24.61,66.54,220.88,98700.00,7.00,7.00,8.00,1248.00,375.00,18.00,2.00,0.00,0.00,407.00,1.00,1195.00,31929.00,"2022-04-30 01:36:17"
781,24.64,66.34,220.96,98699.00,6.00,10.00,15.00,1242.00,383.00,55.00,15.00,7.00,0.00,407.00,1.00,1233.00,31880.00,"2022-04-30 01:36:44"
782,24.67,66.22,221.05,98698.00,7.00,9.00,12.00,1224.00,384.00,35.00,6.00,6.00,0.00,400.00,0.00,1199.00,31734.00,"2022-04-30 01:37:11"
783,24.68,66.20,221.05,98698.00,7.00,8.00,8.00,1191.00,368.00,31.00,0.00,0.00,0.00,406.00,0.00,1190.00,31929.00,"2022-04-30 01:37:38"
784,24.69,66.01,221.05,98698.00,6.00,6.00,7.00,1005.00,320.00,28.00,2.00,2.00,0.00,407.00,1.00,1179.00,31904.00,"2022-04-30 01:38:05"
785,24.67,66.16,221.22,98696.00,9.00,10.00,14.00,1347.00,424.00,47.00,6.00,6.00,0.00,400.00,0.00,1200.00,32077.00,"2022-04-30 01:38:33"
786,24.67,66.16,221.30,98695.00,6.00,8.00,11.00,1107.00,350.00,42.00,5.00,5.00,0.00,400.00,0.00,1170.00,31953.00,"2022-04-30 01:39:00"
787,24.69,66.10,221.22,98696.00,8.00,11.00,13.00,1209.00,382.00,47.00,9.00,2.00,0.00,400.00,0.00,1168.00,31856.00,"2022-04-30 01:39:27"
788,24.63,66.26,221.22,98696.00,5.00,8.00,8.00,1062.00,339.00,35.00,2.00,0.00,0.00,406.00,0.00,1183.00,31953.00,"2022-04-30 01:39:54"
789,24.61,66.48,221.30,98695.00,7.00,9.00,9.00,1245.00,396.00,28.00,2.00,0.00,0.00,425.00,3.00,1214.00,31904.00,"2022-04-30 01:40:21"
790,24.65,66.24,221.13,98697.00,7.00,9.00,9.00,1269.00,405.00,38.00,0.00,0.00,0.00,418.00,2.00,1226.00,31929.00,"2022-04-30 01:40:48"
791,24.66,66.21,221.22,98696.00,6.00,7.00,7.00,1170.00,352.00,22.00,0.00,0.00,0.00,426.00,3.00,1249.00,31423.00,"2022-04-30 01:41:15"
792,24.67,66.24,221.22,98696.00,7.00,8.00,9.00,1092.00,345.00,23.00,2.00,2.00,0.00,400.00,0.00,1197.00,31518.00,"2022-04-30 01:41:43"
793,24.71,66.33,221.13,98697.00,7.00,9.00,10.00,1257.00,393.00,37.00,2.00,2.00,0.00,400.00,0.00,1207.00,31494.00,"2022-04-30 01:42:10"
794,24.69,66.30,221.22,98696.00,12.00,17.00,18.00,1692.00,542.00,83.00,5.00,2.00,0.00,434.00,5.00,1223.00,31399.00,"2022-04-30 01:42:37"
795,24.70,66.06,221.22,98696.00,7.00,8.00,10.00,1227.00,378.00,24.00,2.00,2.00,2.00,414.00,2.00,1201.00,31494.00,"2022-04-30 01:43:04"
796,24.72,66.14,221.30,98695.00,9.00,10.00,14.00,1308.00,413.00,34.00,8.00,4.00,0.00,426.00,3.00,1200.00,31281.00,"2022-04-30 01:43:31"
797,24.75,66.14,221.13,98697.00,8.00,9.00,9.00,1221.00,365.00,48.00,0.00,0.00,0.00,400.00,0.00,1205.00,31210.00,"2022-04-30 01:43:58"
798,24.76,66.06,221.13,98697.00,7.00,9.00,13.00,1233.00,373.00,26.00,6.00,6.00,0.00,443.00,6.00,1206.00,31281.00,"2022-04-30 01:44:26"
799,24.85,66.29,221.30,98695.00,8.00,10.00,11.00,1290.00,398.00,33.00,2.00,2.00,0.00,400.00,0.00,1178.00,31304.00,"2022-04-30 01:44:53"
800,24.99,65.49,221.30,98695.00,9.00,9.00,9.00,1398.00,435.00,16.00,0.00,0.00,0.00,400.00,0.00,1197.00,31071.00,"2022-04-30 01:45:20"
801,25.09,65.22,221.30,98695.00,8.00,10.00,11.00,1338.00,423.00,28.00,4.00,2.00,0.00,414.00,2.00,1242.00,30955.00,"2022-04-30 01:45:47"
802,25.13,65.01,221.39,98694.00,6.00,8.00,8.00,1134.00,358.00,45.00,0.00,0.00,0.00,414.00,2.00,1242.00,31071.00,"2022-04-30 01:46:14"
803,25.17,64.91,221.30,98695.00,8.00,9.00,13.00,1362.00,424.00,38.00,6.00,6.00,0.00,413.00,1.00,1223.00,31117.00,"2022-04-30 01:46:41"
804,25.23,64.74,221.30,98695.00,5.00,6.00,6.00,1065.00,330.00,15.00,0.00,0.00,0.00,426.00,3.00,1186.00,31047.00,"2022-04-30 01:47:08"
805,25.22,64.92,221.30,98695.00,7.00,8.00,9.00,1164.00,362.00,37.00,4.00,0.00,0.00,400.00,0.00,1205.00,30886.00,"2022-04-30 01:47:36"
806,25.14,65.01,221.39,98694.00,7.00,8.00,9.00,1173.00,364.00,23.00,4.00,2.00,0.00,406.00,0.00,1253.00,31094.00,"2022-04-30 01:48:03"
807,25.15,64.99,221.30,98695.00,8.00,9.00,10.00,1347.00,429.00,43.00,2.00,2.00,0.00,411.00,1.00,1240.00,31399.00,"2022-04-30 01:48:30"
808,25.14,64.85,221.30,98695.00,7.00,8.00,8.00,1278.00,394.00,19.00,0.00,0.00,0.00,425.00,3.00,1200.00,31257.00,"2022-04-30 01:48:57"
809,25.14,64.88,221.30,98695.00,8.00,9.00,9.00,1284.00,391.00,33.00,0.00,0.00,0.00,420.00,3.00,1213.00,31257.00,"2022-04-30 01:49:24"
810,25.12,64.87,221.39,98694.00,8.00,9.00,11.00,1350.00,410.00,31.00,2.00,2.00,2.00,406.00,0.00,1205.00,31375.00,"2022-04-30 01:49:51"
811,25.05,65.11,221.39,98694.00,8.00,9.00,10.00,1305.00,394.00,41.00,2.00,2.00,0.00,400.00,0.00,1203.00,31328.00,"2022-04-30 01:50:19"
812,25.04,65.12,221.39,98694.00,7.00,9.00,10.00,1212.00,380.00,45.00,6.00,0.00,0.00,400.00,0.00,1203.00,31281.00,"2022-04-30 01:50:46"
813,25.06,64.93,221.39,98694.00,9.00,12.00,14.00,1368.00,426.00,65.00,2.00,2.00,0.00,400.00,0.00,1186.00,31281.00,"2022-04-30 01:51:13"
814,25.05,64.92,221.39,98694.00,7.00,7.00,9.00,1158.00,361.00,18.00,2.00,2.00,0.00,400.00,0.00,1171.00,31470.00,"2022-04-30 01:51:40"
815,25.08,64.92,221.39,98694.00,7.00,8.00,8.00,1134.00,345.00,19.00,0.00,0.00,0.00,400.00,0.00,1207.00,31257.00,"2022-04-30 01:52:07"
816,25.09,64.94,221.47,98693.00,8.00,12.00,14.00,1266.00,400.00,56.00,4.00,2.00,2.00,400.00,0.00,1206.00,31187.00,"2022-04-30 01:52:34"
817,25.09,64.93,221.64,98691.00,7.00,9.00,11.00,1200.00,375.00,36.00,2.00,2.00,2.00,400.00,0.00,1183.00,31494.00,"2022-04-30 01:53:02"
818,25.07,64.82,221.73,98690.00,9.00,12.00,13.00,1359.00,426.00,43.00,4.00,2.00,0.00,418.00,2.00,1232.00,31542.00,"2022-04-30 01:53:29"
819,25.04,64.94,221.81,98689.00,10.00,10.00,10.00,1347.00,417.00,23.00,0.00,0.00,0.00,400.00,0.00,1201.00,31446.00,"2022-04-30 01:53:56"
820,25.00,65.13,221.90,98688.00,9.00,9.00,11.00,1263.00,385.00,30.00,2.00,2.00,0.00,400.00,0.00,1207.00,31494.00,"2022-04-30 01:54:23"
821,24.96,65.09,221.90,98688.00,7.00,9.00,12.00,1308.00,396.00,40.00,6.00,4.00,0.00,421.00,3.00,1200.00,31470.00,"2022-04-30 01:54:50"
822,24.99,65.19,221.98,98687.00,7.00,10.00,16.00,1356.00,418.00,58.00,12.00,7.00,0.00,414.00,1.00,1234.00,31518.00,"2022-04-30 01:55:17"
823,25.01,65.11,221.98,98687.00,9.00,10.00,10.00,1434.00,430.00,31.00,0.00,0.00,0.00,418.00,2.00,1200.00,31328.00,"2022-04-30 01:55:45"
824,25.02,65.00,221.98,98687.00,8.00,11.00,14.00,1404.00,426.00,70.00,4.00,4.00,0.00,400.00,0.00,1239.00,31542.00,"2022-04-30 01:56:12"
825,25.01,65.34,222.07,98686.00,7.00,9.00,9.00,1092.00,341.00,25.00,0.00,0.00,0.00,408.00,1.00,1217.00,31375.00,"2022-04-30 01:56:39"
826,25.03,65.13,222.07,98686.00,7.00,10.00,11.00,1410.00,419.00,43.00,2.00,2.00,2.00,414.00,2.00,1235.00,31470.00,"2022-04-30 01:57:06"
827,25.02,65.05,222.07,98686.00,8.00,10.00,10.00,1287.00,404.00,48.00,0.00,0.00,0.00,418.00,2.00,1202.00,31518.00,"2022-04-30 01:57:33"
828,24.93,65.34,222.07,98686.00,10.00,12.00,12.00,1545.00,467.00,53.00,0.00,0.00,0.00,400.00,0.00,1245.00,31542.00,"2022-04-30 01:58:00"
829,24.94,65.44,222.07,98686.00,9.00,10.00,16.00,1461.00,437.00,32.00,9.00,7.00,0.00,418.00,2.00,1251.00,31566.00,"2022-04-30 01:58:28"
830,24.98,65.33,222.15,98685.00,6.00,9.00,10.00,1227.00,374.00,44.00,2.00,0.00,0.00,413.00,1.00,1253.00,31590.00,"2022-04-30 01:58:55"
831,24.98,65.23,222.15,98685.00,9.00,12.00,17.00,1476.00,470.00,76.00,9.00,7.00,0.00,413.00,1.00,1215.00,31542.00,"2022-04-30 01:59:22"
832,24.96,65.25,222.24,98684.00,10.00,12.00,17.00,1515.00,470.00,66.00,8.00,6.00,2.00,411.00,1.00,1185.00,31638.00,"2022-04-30 01:59:49"
833,24.99,65.18,222.24,98684.00,8.00,9.00,11.00,1329.00,413.00,38.00,4.00,4.00,0.00,407.00,1.00,1175.00,31662.00,"2022-04-30 02:00:16"
834,25.00,65.07,222.41,98682.00,8.00,9.00,10.00,1248.00,385.00,27.00,2.00,0.00,0.00,417.00,2.00,1170.00,31686.00,"2022-04-30 02:00:43"
835,24.95,65.20,222.41,98682.00,8.00,10.00,13.00,1449.00,438.00,47.00,4.00,4.00,2.00,411.00,1.00,1191.00,31686.00,"2022-04-30 02:01:10"
836,24.94,65.29,222.41,98682.00,7.00,9.00,13.00,1377.00,402.00,46.00,9.00,2.00,0.00,400.00,0.00,1209.00,31638.00,"2022-04-30 02:01:37"
837,24.93,65.52,222.41,98682.00,8.00,11.00,13.00,1365.00,420.00,68.00,4.00,2.00,0.00,400.00,0.00,1223.00,31686.00,"2022-04-30 02:02:05"
838,24.89,65.52,222.32,98683.00,6.00,7.00,8.00,1230.00,380.00,26.00,2.00,2.00,0.00,418.00,2.00,1199.00,31494.00,"2022-04-30 02:02:32"
839,24.84,65.82,222.41,98682.00,6.00,8.00,10.00,1203.00,378.00,40.00,2.00,2.00,0.00,414.00,2.00,1247.00,31710.00,"2022-04-30 02:02:59"
840,24.79,66.00,222.41,98682.00,8.00,10.00,10.00,1338.00,421.00,39.00,0.00,0.00,0.00,414.00,2.00,1239.00,31710.00,"2022-04-30 02:03:26"
841,24.78,65.93,222.49,98681.00,8.00,10.00,12.00,1494.00,456.00,41.00,4.00,0.00,0.00,411.00,1.00,1246.00,31662.00,"2022-04-30 02:03:53"
842,24.74,65.97,222.49,98681.00,7.00,9.00,11.00,1230.00,387.00,52.00,4.00,0.00,0.00,418.00,2.00,1229.00,31904.00,"2022-04-30 02:04:20"
843,24.68,66.04,222.41,98682.00,10.00,11.00,11.00,1410.00,450.00,38.00,0.00,0.00,0.00,418.00,2.00,1165.00,31807.00,"2022-04-30 02:04:48"
844,24.62,66.25,222.49,98681.00,7.00,8.00,12.00,1317.00,410.00,30.00,7.00,2.00,2.00,411.00,1.00,1184.00,32077.00,"2022-04-30 02:05:15"
845,24.58,66.32,222.58,98680.00,9.00,11.00,11.00,1437.00,458.00,48.00,0.00,0.00,0.00,400.00,1.00,1193.00,32052.00,"2022-04-30 02:05:42"
846,24.67,66.06,222.41,98682.00,7.00,7.00,7.00,1182.00,370.00,19.00,0.00,0.00,0.00,418.00,2.00,1206.00,31590.00,"2022-04-30 02:06:48"
847,24.67,66.08,222.49,98681.00,9.00,13.00,16.00,1461.00,460.00,67.00,6.00,2.00,0.00,414.00,2.00,1213.00,31734.00,"2022-04-30 02:07:06"
848,24.63,66.29,222.58,98680.00,10.00,12.00,13.00,1524.00,474.00,70.00,2.00,2.00,0.00,411.00,1.00,1232.00,31880.00,"2022-04-30 02:07:33"
849,24.64,66.45,222.58,98680.00,8.00,9.00,9.00,1230.00,380.00,18.00,0.00,0.00,0.00,411.00,1.00,1228.00,31978.00,"2022-04-30 02:08:00"
850,24.68,66.11,222.58,98680.00,9.00,10.00,11.00,1407.00,430.00,24.00,2.00,2.00,0.00,414.00,2.00,1207.00,31856.00,"2022-04-30 02:08:27"
851,24.75,65.91,222.75,98678.00,9.00,15.00,17.00,1524.00,460.00,63.00,8.00,2.00,0.00,411.00,1.00,1237.00,31904.00,"2022-04-30 02:08:54"
852,24.78,65.95,222.83,98677.00,8.00,10.00,11.00,1341.00,415.00,35.00,2.00,2.00,0.00,413.00,1.00,1204.00,31758.00,"2022-04-30 02:09:21"
853,24.76,66.02,222.83,98677.00,9.00,10.00,11.00,1422.00,442.00,43.00,2.00,2.00,0.00,418.00,2.00,1214.00,31831.00,"2022-04-30 02:09:48"
854,24.75,66.00,222.83,98677.00,10.00,13.00,15.00,1554.00,480.00,48.00,4.00,4.00,0.00,414.00,2.00,1246.00,31953.00,"2022-04-30 02:10:15"
855,24.79,65.77,222.83,98677.00,7.00,9.00,11.00,1314.00,417.00,50.00,4.00,2.00,0.00,414.00,2.00,1223.00,31904.00,"2022-04-30 02:10:42"
856,24.82,65.69,222.92,98676.00,8.00,11.00,15.00,1506.00,454.00,60.00,10.00,4.00,0.00,418.00,2.00,1168.00,31904.00,"2022-04-30 02:11:09"
857,24.84,65.65,222.92,98676.00,8.00,9.00,13.00,1413.00,442.00,34.00,7.00,2.00,0.00,411.00,1.00,1175.00,31783.00,"2022-04-30 02:11:36"
858,24.78,65.86,223.00,98675.00,8.00,9.00,9.00,1395.00,431.00,34.00,0.00,0.00,0.00,418.00,2.00,1165.00,31856.00,"2022-04-30 02:12:04"
859,24.74,65.96,223.00,98675.00,8.00,10.00,10.00,1335.00,405.00,63.00,0.00,0.00,0.00,411.00,2.00,1185.00,32027.00,"2022-04-30 02:12:31"
860,24.77,65.85,223.09,98674.00,6.00,8.00,8.00,1254.00,373.00,20.00,2.00,0.00,0.00,407.00,1.00,1216.00,31758.00,"2022-04-30 02:12:58"
861,24.79,65.96,223.00,98675.00,8.00,11.00,14.00,1512.00,458.00,58.00,4.00,4.00,2.00,400.00,0.00,1186.00,31807.00,"2022-04-30 02:13:25"
862,24.78,65.91,223.00,98675.00,7.00,9.00,11.00,1302.00,394.00,49.00,4.00,2.00,0.00,400.00,0.00,1170.00,31710.00,"2022-04-30 02:13:54"
863,24.75,66.19,222.92,98676.00,9.00,10.00,11.00,1452.00,451.00,38.00,2.00,0.00,0.00,400.00,0.00,1232.00,31978.00,"2022-04-30 02:14:47"
864,24.74,66.46,222.83,98677.00,9.00,9.00,14.00,1425.00,445.00,38.00,7.00,7.00,2.00,406.00,0.00,1159.00,31423.00,"2022-04-30 02:15:57"
865,24.74,66.34,222.83,98677.00,10.00,11.00,11.00,1467.00,458.00,33.00,2.00,0.00,0.00,418.00,2.00,1186.00,31734.00,"2022-04-30 02:16:09"
866,24.74,66.13,223.00,98675.00,8.00,9.00,10.00,1338.00,414.00,38.00,2.00,2.00,0.00,425.00,3.00,1219.00,31117.00,"2022-04-30 02:17:07"
867,24.71,66.20,223.09,98674.00,10.00,14.00,19.00,1656.00,519.00,74.00,9.00,6.00,2.00,405.00,0.00,1168.00,31423.00,"2022-04-30 02:17:34"
868,24.72,66.13,223.17,98673.00,9.00,10.00,10.00,1404.00,422.00,30.00,0.00,0.00,0.00,400.00,0.00,1169.00,31662.00,"2022-04-30 02:18:01"
869,24.72,66.06,223.09,98674.00,11.00,14.00,17.00,1668.00,529.00,67.00,7.00,2.00,0.00,400.00,0.00,1170.00,31686.00,"2022-04-30 02:18:28"
870,24.67,66.21,223.17,98673.00,10.00,12.00,17.00,1491.00,465.00,60.00,7.00,7.00,0.00,406.00,0.00,1151.00,31856.00,"2022-04-30 02:18:58"
871,24.63,66.38,223.17,98673.00,8.00,9.00,14.00,1434.00,440.00,36.00,9.00,7.00,0.00,407.00,1.00,1174.00,32052.00,"2022-04-30 02:19:22"
872,24.57,66.56,223.34,98671.00,6.00,9.00,13.00,1197.00,378.00,58.00,6.00,4.00,2.00,400.00,0.00,1164.00,32151.00,"2022-04-30 02:19:50"
873,24.57,66.58,223.34,98671.00,8.00,9.00,12.00,1428.00,428.00,43.00,4.00,2.00,2.00,400.00,0.00,1156.00,32052.00,"2022-04-30 02:20:17"
874,24.62,66.42,223.34,98671.00,7.00,8.00,9.00,1260.00,372.00,31.00,2.00,0.00,0.00,400.00,0.00,1184.00,31953.00,"2022-04-30 02:20:44"
875,24.67,66.19,223.34,98671.00,7.00,8.00,10.00,1251.00,387.00,34.00,2.00,2.00,0.00,400.00,0.00,1146.00,31929.00,"2022-04-30 02:21:11"
876,24.69,66.17,223.51,98669.00,10.00,11.00,13.00,1608.00,493.00,35.00,2.00,2.00,2.00,418.00,2.00,1223.00,31807.00,"2022-04-30 02:21:38"
877,24.68,66.26,223.51,98669.00,9.00,11.00,14.00,1578.00,466.00,34.00,4.00,2.00,2.00,400.00,0.00,1169.00,31758.00,"2022-04-30 02:22:06"
878,24.66,66.28,223.51,98669.00,8.00,9.00,9.00,1311.00,410.00,38.00,0.00,0.00,0.00,400.00,0.00,1162.00,31978.00,"2022-04-30 02:22:33"
879,24.69,66.20,223.60,98668.00,10.00,13.00,15.00,1425.00,460.00,61.00,4.00,4.00,0.00,407.00,1.00,1170.00,31831.00,"2022-04-30 02:23:00"
880,24.75,65.96,223.68,98667.00,8.00,10.00,12.00,1329.00,415.00,37.00,2.00,2.00,2.00,400.00,0.00,1168.00,31686.00,"2022-04-30 02:23:27"
881,24.76,65.92,223.51,98669.00,9.00,10.00,14.00,1317.00,408.00,38.00,8.00,4.00,0.00,418.00,2.00,1200.00,31831.00,"2022-04-30 02:23:55"
882,24.74,66.00,223.60,98668.00,10.00,12.00,15.00,1470.00,458.00,64.00,4.00,4.00,0.00,411.00,1.00,1210.00,31807.00,"2022-04-30 02:24:22"
883,24.73,66.14,223.51,98669.00,9.00,11.00,12.00,1428.00,433.00,51.00,4.00,2.00,0.00,414.00,2.00,1221.00,31880.00,"2022-04-30 02:24:49"
884,24.74,66.07,223.43,98670.00,9.00,11.00,14.00,1461.00,459.00,63.00,4.00,4.00,0.00,400.00,0.00,1232.00,31978.00,"2022-04-30 02:25:16"
885,24.68,66.22,223.43,98670.00,10.00,11.00,14.00,1452.00,447.00,27.00,4.00,4.00,2.00,416.00,2.00,1232.00,32027.00,"2022-04-30 02:25:43"
886,24.63,66.27,223.34,98671.00,9.00,10.00,14.00,1500.00,455.00,40.00,6.00,6.00,0.00,414.00,2.00,1203.00,32176.00,"2022-04-30 02:26:10"
887,24.63,66.38,223.17,98673.00,9.00,14.00,14.00,1545.00,496.00,72.00,2.00,0.00,0.00,416.00,2.00,1206.00,31856.00,"2022-04-30 02:26:37"
888,24.65,66.34,223.26,98672.00,9.00,10.00,12.00,1473.00,466.00,44.00,2.00,2.00,0.00,416.00,2.00,1226.00,31978.00,"2022-04-30 02:27:05"
889,24.68,66.34,223.00,98675.00,8.00,9.00,10.00,1317.00,409.00,35.00,2.00,2.00,0.00,411.00,1.00,1216.00,32052.00,"2022-04-30 02:27:32"
890,24.72,66.10,223.00,98675.00,11.00,13.00,13.00,1710.00,524.00,65.00,0.00,0.00,0.00,434.00,5.00,1189.00,31590.00,"2022-04-30 02:27:59"
891,24.75,66.08,223.00,98675.00,9.00,11.00,13.00,1491.00,456.00,53.00,4.00,4.00,0.00,400.00,0.00,1200.00,30909.00,"2022-04-30 02:28:26"
892,24.67,66.24,222.83,98677.00,7.00,8.00,9.00,1254.00,387.00,37.00,2.00,0.00,0.00,421.00,3.00,1197.00,31328.00,"2022-04-30 02:28:54"
893,24.62,66.54,222.83,98677.00,9.00,10.00,14.00,1419.00,437.00,46.00,8.00,6.00,0.00,408.00,1.00,1199.00,31328.00,"2022-04-30 02:29:21"
894,24.70,66.18,222.75,98678.00,8.00,12.00,13.00,1317.00,424.00,65.00,10.00,0.00,0.00,408.00,1.00,1171.00,31446.00,"2022-04-30 02:29:48"
895,24.78,65.88,222.66,98679.00,10.00,11.00,12.00,1533.00,477.00,22.00,4.00,0.00,0.00,406.00,0.00,1184.00,31328.00,"2022-04-30 02:30:15"
896,24.75,66.01,222.66,98679.00,8.00,10.00,10.00,1470.00,454.00,30.00,0.00,0.00,0.00,426.00,3.00,1211.00,31399.00,"2022-04-30 02:30:42"
897,24.67,66.44,222.58,98680.00,7.00,8.00,9.00,1212.00,370.00,36.00,4.00,0.00,0.00,400.00,0.00,1181.00,31446.00,"2022-04-30 02:31:09"
898,24.60,66.81,222.58,98680.00,10.00,12.00,13.00,1674.00,523.00,43.00,2.00,2.00,0.00,408.00,1.00,1159.00,31446.00,"2022-04-30 02:31:37"
899,24.61,66.45,222.66,98679.00,8.00,9.00,9.00,1341.00,418.00,31.00,0.00,0.00,0.00,414.00,2.00,1245.00,31686.00,"2022-04-30 02:32:04"
900,24.67,66.75,222.49,98681.00,9.00,12.00,13.00,1473.00,441.00,51.00,6.00,0.00,0.00,400.00,0.00,1198.00,31140.00,"2022-04-30 02:32:31"
901,24.72,66.74,222.58,98680.00,10.00,12.00,13.00,1614.00,496.00,50.00,4.00,0.00,0.00,400.00,0.00,1173.00,31117.00,"2022-04-30 02:32:58"
902,24.74,66.34,222.66,98679.00,8.00,8.00,10.00,1371.00,410.00,33.00,4.00,2.00,0.00,414.00,2.00,1247.00,31423.00,"2022-04-30 02:33:25"
903,24.76,66.13,222.58,98680.00,11.00,13.00,14.00,1635.00,501.00,46.00,2.00,0.00,0.00,411.00,1.00,1223.00,31304.00,"2022-04-30 02:33:52"
904,24.74,66.07,222.58,98680.00,10.00,11.00,13.00,1515.00,471.00,50.00,4.00,2.00,0.00,411.00,1.00,1249.00,31494.00,"2022-04-30 02:34:19"
905,24.71,66.06,222.41,98682.00,9.00,10.00,10.00,1287.00,412.00,21.00,0.00,0.00,0.00,418.00,2.00,1217.00,31686.00,"2022-04-30 02:34:47"
906,24.73,66.20,222.49,98681.00,10.00,12.00,16.00,1476.00,470.00,38.00,6.00,4.00,2.00,420.00,3.00,1210.00,31494.00,"2022-04-30 02:35:14"
907,24.75,66.03,222.41,98682.00,12.00,14.00,14.00,1608.00,504.00,49.00,0.00,0.00,0.00,411.00,1.00,1243.00,31470.00,"2022-04-30 02:35:41"
908,24.75,66.01,222.41,98682.00,10.00,13.00,15.00,1557.00,478.00,62.00,4.00,2.00,0.00,406.00,0.00,1232.00,31470.00,"2022-04-30 02:36:08"
909,24.73,66.03,222.32,98683.00,8.00,11.00,14.00,1461.00,453.00,63.00,8.00,4.00,0.00,420.00,3.00,1190.00,31734.00,"2022-04-30 02:36:35"
910,24.71,66.24,222.24,98684.00,8.00,9.00,11.00,1305.00,399.00,48.00,2.00,2.00,0.00,413.00,1.00,1175.00,31614.00,"2022-04-30 02:37:02"
911,24.71,66.49,222.24,98684.00,8.00,13.00,15.00,1527.00,472.00,76.00,11.00,0.00,0.00,414.00,2.00,1182.00,31590.00,"2022-04-30 02:37:29"
912,24.71,66.38,222.15,98685.00,9.00,11.00,11.00,1539.00,472.00,50.00,2.00,0.00,0.00,411.00,1.00,1191.00,31542.00,"2022-04-30 02:37:57"
913,24.69,66.29,222.15,98685.00,9.00,10.00,11.00,1419.00,440.00,51.00,4.00,0.00,0.00,411.00,1.00,1199.00,31494.00,"2022-04-30 02:38:24"
914,24.69,66.82,222.07,98686.00,8.00,9.00,11.00,1473.00,457.00,26.00,4.00,4.00,0.00,414.00,2.00,1245.00,29866.00,"2022-04-30 02:39:00"
915,24.66,66.77,222.07,98686.00,9.00,10.00,12.00,1416.00,445.00,41.00,4.00,2.00,0.00,425.00,3.00,1232.00,30636.00,"2022-04-30 02:39:24"
916,24.66,66.62,222.07,98686.00,9.00,10.00,11.00,1533.00,478.00,26.00,2.00,2.00,0.00,414.00,2.00,1223.00,31024.00,"2022-04-30 02:39:55"
917,24.64,66.51,222.15,98685.00,10.00,13.00,14.00,1677.00,509.00,65.00,2.00,0.00,0.00,418.00,2.00,1219.00,31234.00,"2022-04-30 02:40:18"
918,24.58,66.88,222.15,98685.00,9.00,10.00,10.00,1431.00,449.00,29.00,0.00,0.00,0.00,400.00,0.00,1216.00,31328.00,"2022-04-30 02:40:45"
919,24.58,66.99,222.24,98684.00,8.00,8.00,8.00,1257.00,391.00,33.00,0.00,0.00,0.00,400.00,0.00,1195.00,31686.00,"2022-04-30 02:41:12"
920,24.61,67.03,222.24,98684.00,11.00,12.00,14.00,1659.00,517.00,38.00,4.00,2.00,0.00,405.00,0.00,1168.00,29548.00,"2022-04-30 02:41:48"
921,24.64,66.80,222.15,98685.00,13.00,14.00,14.00,1812.00,556.00,37.00,0.00,0.00,0.00,411.00,1.00,1194.00,30301.00,"2022-04-30 02:42:15"
922,24.69,66.76,222.15,98685.00,10.00,13.00,13.00,1488.00,484.00,63.00,0.00,0.00,0.00,400.00,0.00,1164.00,30817.00,"2022-04-30 02:42:42"
923,24.68,66.67,222.24,98684.00,11.00,13.00,18.00,1683.00,521.00,52.00,8.00,8.00,0.00,400.00,0.00,1234.00,31117.00,"2022-04-30 02:43:09"
924,24.67,66.75,222.15,98685.00,12.00,17.00,22.00,1848.00,579.00,77.00,11.00,7.00,0.00,407.00,1.00,1193.00,31187.00,"2022-04-30 02:43:36"
925,24.66,66.56,222.15,98685.00,9.00,11.00,13.00,1446.00,440.00,41.00,6.00,0.00,0.00,400.00,0.00,1181.00,31352.00,"2022-04-30 02:44:03"
926,24.63,66.46,222.07,98686.00,11.00,13.00,15.00,1608.00,497.00,53.00,2.00,2.00,0.00,400.00,0.00,1199.00,31566.00,"2022-04-30 02:44:30"
927,24.64,66.41,222.07,98686.00,10.00,11.00,11.00,1509.00,461.00,23.00,0.00,0.00,0.00,406.00,0.00,1168.00,31566.00,"2022-04-30 02:44:57"
928,24.65,66.23,221.90,98688.00,10.00,11.00,11.00,1479.00,458.00,37.00,0.00,0.00,0.00,407.00,1.00,1180.00,31566.00,"2022-04-30 02:45:25"
929,24.65,66.39,221.98,98687.00,10.00,13.00,17.00,1653.00,507.00,65.00,9.00,4.00,0.00,413.00,1.00,1231.00,31807.00,"2022-04-30 02:45:52"
930,24.65,66.41,221.90,98688.00,12.00,15.00,19.00,1878.00,582.00,71.00,8.00,6.00,0.00,418.00,2.00,1203.00,31638.00,"2022-04-30 02:46:19"
931,24.64,66.27,221.90,98688.00,10.00,16.00,17.00,1563.00,488.00,90.00,8.00,2.00,0.00,413.00,1.00,1195.00,31856.00,"2022-04-30 02:46:46"
932,24.65,66.09,221.90,98688.00,11.00,13.00,13.00,1731.00,545.00,51.00,0.00,0.00,0.00,417.00,2.00,1174.00,31904.00,"2022-04-30 02:47:13"
